Column1,Column12
 わかります,0
官房長官が言ってるんやから ,1
わかりますわ！！！！##今作も w,0
君のアカウントに飛んでよく見たよ##結果わかんなかったよ## ,1
 ……？,0
 かね##馬のピークも早いし口に出すのも早い,1
ここまでくると ,1
 、とか面白いことやってんじゃないだろうな。,1
なんか ,0
ﾈｰ##子供に教えてるやつが ,1
 ！####「日本の素晴らしさ」マスク着用率９９％超　Ｊリーグの声出しエリア,1
いいな〜、雲隠れしていてもボーナス２９０万円ゲット##金は有る！ のかな〜？,1
その人は妬むタイプではないと思います。特に嘘を言ってるとも思えないし、まあ、ありそうな話だなとしか思わなかったですね。それに、平気で嘘をつけるのは だと思います。,1
そういう奴に限って被害者になるとギャーギャー騒ぐんでしょうな##むしろ被害者になることを全く想定してないとか ですなぁ,1
わかります声小さくなるのwww##こっちが突き放すと思ってないから、その場で慌てて取り繕ってくる感じ__よく何度も と感心します##早く学習してくれ〜〜____,1
名前が某美大落ちに似てて草##ツイフェミは ##「まぁこの某美大落ちはフェミ騎士だけど」,1
なんのための変更だったのかそして未だに告知がない…ここの運営は __,1
教養って ですよねぇ...,0
 ##優秀だとノーベル賞取れないのか…,1
いやあカプリコーン杯は平和でしたね……####ウマ娘に名を馳せやすいサラブレッドは中距離戦が主体に取り上げられがちになるわけであって、そこ一強になったらそらチャンミ9割そこに持ってかれてんだから面白みなくなるに決まってるのよな##良かったな笠松。アイドルホースは中央最強になったぞ,1
 の持ち主だぁ,0
 ,0
普通の食事をしてそこそこ運動する生活してたら太ることないだろうに## ##そして痩せたい願望ある人のほとんどが食事制限しかしない模様…##面倒なことから逃げて痩せようなどとあまりに滑稽,1
これぞ作家のプロット！！！後世で研究されてそうな字ですね,1
そういうのって自分がして初めて気づくよね！俺はご飯残してお菓子食べようするのが1番嫌かな#### ,1
そういう認識なのに、れいわ新選組の公約には というのは見当たらないですね。,1
この程度で笑えるなんて ,1
 ,0
 ビックリです！！！##2度はないです！！！！！犬歯！！！！__,1
「相当な財力がある」と常に豪語する割には日本人資産番付に一度もランキング入りしないのはな何故でしょうか？#### と勘ぐってしまいます__↓,1
貧しくても ,1
自分を正当化させるのは _,1
文字通り血の気が多いから ,1
やること小さすぎて ,1
一見ならまだしも常連の顔も覚えてないんやろなあ……客を大事にしないくせに客商売とは片腹痛いわ#### ,1
@null■松健氏が を広告の題材に広告塔にされておたくクンら票をかき集めようとしてるにゃが、エロ漫画家とかでもないのに とかで投票先変える人ってそんな居るもんなんかにゃ,1
 を地で行くような昨今の立法府を変えるべく、確り投票先を選ばないと！,0
 ,0
投票率の低さは本当に…なんやろうね。 ,1
特段深い意味ものはないやつなので よねー__って感じです。##宗派っぽさを感じるのもよくわかる感じです。特にそこに熱心過ぎるひとはそうですね。##単なる手帳ユーザーや文具好きはあんまりそんな感じは持ってなかったりするので温度差はありますね。,1
「ハンギョレだけ取り上げないのかよ」に笑ってしまう。あちらの歴史学は結構 そうね,1
らいとさん、こんにちは！##会議時間だけ勤務扱い...さすが だぜっ！！,1
怪我してる人や調子の悪い人はいい休養になってよかったですね ##一昨年のクラスターの時、強行せざるを得ずそこから優勝争いから脱落したのももちろん んですが、私の推しが叩かれまくったので根に持ってます__,1
加工しまくってる維新のえびさわよりはある意味 があるかもしれない,1
 って50up釣りやすいんですかね,0
分かります__そういう人、ある意味とても羨ましい______強そう##たまに流れてくるとこっちのメンタルが削られます…,1
底辺ランキング！とか書いちゃう系の上級記者 誰が書いたか知らないけど,1
ちゃんと読むと読解力ない方だと自負してますけど「ちゃんと学のある落ち着くことを知ってる天人様」してるんですよね##当時はミーム汚染から目を背けるようにカリスマしてる天子漁ってばっかいました##だから突然に紫苑と絡みができた時はいろいろ目から でしたわね……,1
ほんと子供2人いるのに、自分だけ自由な時間がもててほんと __##しかもまだ帰ってこないんだけど__,1
検討中の全てを実現させる逆転ホームランを ,1
きっと気まぐれなイタリア人の顔ですね####アプリも叩けば ！,1
恋人の今大路さんは本人が自覚してるよりも心が広いんだなあ##タイトルも話も天才なのでうにからは言うことはないです好き__##んね〜！それはまことハッピーなことで候！わかりました…うにの脳内で幸せにしときます…結婚式は ,1
③はあなた自身のことでは？##松尾あきひろさんの貶める行為って、教えていただけると嬉しいです。##あと、「読みましたし」ではなく「 」ではないですか？,1
アカンこれじゃ初見のワクワクが死ぬゥ！！##もちろん！！いっぱい回れるコンテンツあると思うんでね、 とか,1
お返事ありがとうございます。##私はプラス思考の明るい人に憧れます。##JA〇のCAも片言な日本語。不景気はお互い様だなぁ…と半分 ます…。,1
ｱｯそういう意味でですか・・・ただでり姫ｻｧﾝレベルを上回る程に善良な人間はごく少数な世界ですので､結果としてｿﾚのみで実名等が晒される事は __｡,1
背景こそ守られるだけだったありすの世界、裏世界の事情を加味した上で言葉を厳しくするとまやかしの世界の崩壊の象徴だと考えてますがそのきっかけとなった神凪さんの死と泣き崩れるありすは紛れもなく だと思ってます,1
AV新法をすんなり成立させる立法、風俗産業を差別する司法## だね,1
そいつ曰く「まだ言ってるよ・・・##こういう事を平気で言う奴がいるから「侮辱罪が厳罰化」されるような事が起きるんだって、何で んですかね。」だそうです,1
侮辱云々に関してはいろいろ罰則を敷くのに、それ以外は野放し・・・。## 。,1
司会の 貰いましょう__,1
そもそも子供が ですしね,1
dmということは赤の他人から？？##ずいぶん ですね〜,1
 ,0
主観をさも全体の意見のように語っていて女性らしくて ,1
免許うっかり失効？これもマイナカードで解決しよう！##次回マイナカード更新時に通信チップ搭載し、免許証Fなければエンジン・モータ起動できなくする。あとはマイナカード忘れた人どうするかですかね？スマホでマイナカード忘れてる通知表示させますか笑## ,1
 ##民間人は下手にポスター触れんのにほんま…,1
おはようございますです！##本日もお日柄がよく、なのです！,1
がうさん人気あって裏山w######僕みたいなおっさんのところには、怪しげな自称裏垢パパ活女子しか来ませんよw## ,1
それなんですよぅ。なんでここで突然主婦！？ってなるーー！####アピールっていうか、多分なんも考えてないんだろなぁ。##おっしゃる通り、こういうのに引っ掛かるタイプはうちに合わないと思うので、 ,1
あのどりぴーが配信2時間だけだと！？…まあ眠いときは眠って次に備えたほうがいいだろうからね##そしてまたラッキーどりぴー発動と## ,1
アメリカ ,0
"解釈の話なのは分かってます##つまり、""解釈""なんてのはWasabiさんの様な低能無知な人間のものさしでどこまでも身勝手に出来るわけで、凡例的には国会における【万死に値する】は糾弾としての意味合いを持つ発言として認められてきた訳なので、 ",1
オナニー乙。##としか感想がないのがw##フラクタルあたりなら、##信者がもっと沸いていたのに。####よらしむべし。## ,1
そういう事があった時に補強に…動くための支配下枠の空きが無さすぎて、マジで誰がGMやってんのか。現場の監督も困るやろ,1
ヒント『デモに参加してる年齢層』#### ,1
消費税下げたら社会保障3割カット__？##自民党が大好きなアメリカ様は、消費税下げたら景気が良くなってしまいましたが？#### ,1
これは紛れもない っすわ,1
 をお持ちで,0
おや、随分と寛容だね。まぁ、言及されるよりかはマシだね♪,1
あら、えるさん2度目ましてながらも __##こちらこそ、よろしくお願い______##またいつでもスペース荒らしに来てくださいね__,1
「大変ですね、お医者様も。嗜好品のひとつ ##はあ、…＿＿＿＿＿＿」,1
・猫の知識が壊滅的にない####・怪我してようがスルーする精神力##子供が社会人くらいかな？な年齢の人が多いが、小学生が１人だけ混ざる。飼えない家の子なのかも。####・常識がない。##何度言われても連れ回す小型犬のリードを繋がない、ゴミは放置#### ####・話が通じない####です,1
コマネチは のであろうか,1
もはや グループとファンだなぁと思って見てます笑,1
10台も売れた____________##敢えて性能が劣る車を買うとかドＭか ,1
予想通り知能指数が低い方でしたか…。##自分よりも脳力の高い人の真似事をする事で## ##良い機会になる事を切に願います。,1
おかのした！汚金先輩## ##虚言だってはっきりわかんだね,1
リプ ,0
 ##ツイートがだいたいおもろくて朝起きて2番目にツイート確認してる,1
「予期せぬ」って、可能性がないのに起きた場合に使う言葉ですよね。##表現がおかしいと見るたび思ってましたが、いや待てよ？この手の人たちは と最近思うようになりました__,1
NewsEVERY内##解説者「テレビを元から切ると約2%の節電になるんですよー」##キャスター「 」##数秒の沈黙の後##HAHAHA####なんだろう自爆ですか？w,1
日本の警察って 。##悪徳政治家や企業だってたくさんいるだろうに、そいつらを先に捕まえちまえよ…なんて思います,1
 という国という事ですね！,1
それ腹たちます！__________##業務なんて規定通りに行かないことのほうが多いのに、そんなことでいちいち なんでしょうね〜,1
世の中、変な人いますよねぇww w。周りが振り回されますが__,1
 〜,0
一応社外取締役何社も経験してるんで ,1
不倫観光大使は罷免で## です,1
昔、回らない寿司屋でサビ抜き頼んだ時に言われた押し売りですけどねw##割と ,1
人生 ,0
相手にこちらの存在を知らせる為に音楽ガンガンかけてる車両や　マフラー等違法改造してる車両には　####一定の音量を越えたら座席シートから　##ひと月は落ちないレベルの　臭っさい汁が滲み出てお知らせする仕様になったりしないかなぁ…####…うん！ #####サポカー,1
まあ４番目はムカついたら銃をぶっ放せるからある意味日本より ,1
こんな時間に起きれて ,1
辛いの感じ方とか価値観って、千差万別なのにね。##そういう事考えられない人って、きっと を送ってきたんでしょうね,1
まぁ　出来なくても　通訳者つくでしょうから## のA宮家ですから。お子様ものんびりしていらっしゃる。,1
まだまだ「国民お金使いすぎ、消費し過ぎ」って考えてるんじゃないですか##…違うか、消費税をコンスタントな財源とすることに前々から決まってた“何か”があって、それに充てるのに足りないからですね。##国民には一時金配りをやってるんだから、 ,1
日本は神の国と言った人は“神様”に葬り去られましたよね####全員ではないですが、神様方は道行く人に事情も鑑みず暴言吐いてくるから恐ろしいです####身体にハンデがある私はよく ,1
公式LINEにみんな繋いでセールスにもなるし、値上げのカモフラージュにもなるし、売り上げアップにも直接的に繋がるし、メーカーからしたら ！,1
夕食時に電子レンジや電気ポットの使用を控えさせたり、糞あついのにエアコンの設定温度を高くさせて業務効率を落としたりする日本は、 と言えなくなったような気がします,1
 ゲームですね,0
人の粗やツイート、コメントに です,0
「支持者」に向けての弁舌でしょうが、現在既に色々と逼迫し明日をも知れない民に「未来」の話をされたところで、「 」程度の感想しか出ませんね##政府の「無理のない節電」も同様ですが、戦中の「欲しがりません勝つまでは」と大差ない感がします,1
男性なんだけどね〜、、旦那だから見なくていいとは思ってないけど嫁から色々言われるであろうって感じなのに絶固定と別のゲームの大会とか出まくっててよく時間あるねって感じです…………,1
印刷関連では昔からデファクトスタンダード、 マウント用アイテムとしての地位もかなり前からあるので王座は揺るがないでしょうね##今は成長が落ちて、無駄な機能が増えて使いづらくなっていく古参ソフトの罠に嵌まった感じになっていますが、それでも超える事ができない壁##高い！,1
俺のツイートが8:46で他の人が7:05に結局言い返せてないっていう意見を言ってるんですけど ,1
 だよね,0
公衆衛生って分かるかな？,1
民間では##「上司がだらしないと部下もだらしない」といいます## ,1
サイコーのクルーww####そんなクルーが挙句の果てに引き起こす 、ネメシスとプレイヤーの皆さんもサイコーですね！__,1
広島なのに、__夏が好きな__YORIくん。##そこもやっぱ ,1
参院選中でも ,0
僕の引リツでさえも、いいねしてリツイートしてさらにフォローまでされたんで、一瞬理解して改心したのかと思いましたけど違いましたねw#### ,1
この人たち、密着状態で ,1
あっちはコミュニケーションのつもりでもさ、病気で落ち込んでるときはえぐられるんだよね。####あちらはね、 ね,1
向いている人の特徴##①言われたことには絶対服従する人。やっていることの意味など考えないし、ましてや批判など論外##②授業以外の事に精を出す人。 。##③私生活を犠牲にしても文句を言わない人。##ということか。,1
電気料金を急激に下げると ,1
女がパンツ載せたら のに…,1
久々の今仁回！！資本主義の犬活が忙しいのかなと思ってたらレギュラー降板になってて草　ひたすら会長が自分がどれだけ正しくて今仁さんがどれだけダサくて間違ってるかを滔々と喋り続けてて聞いてて苦痛でした！##会長はんはホンマ、 んやなあ,1
自分達の身を守るために「意図的に」ボカし破壊するというサボタージュ ですね,1
 ,0
さすが 。,0
バカ少ないです。## ！,0
いえ、皆普通に知ってますよ####貴方方が嫌でも「安倍は統一教会！」と何時でも連呼していますから####共産党員や旧社会党員が「勝共」憎しで##何時も喚きまわっていますから####創価学会と同じで「都合の悪い事はスルー」しているだけです####合理的ですね　貴方方よりも####だから数が多いのでしょうね,1
恐縮です。昔から氷室にはラブ・ソングとは別に社会や世間をアイロニックに眺めてるところがあって俺はそこが好きですね。####どこかの奴らのようにさ##嘘で体裁飾る鮮やかさ## ##と,1
全然不快ではなかったですよ。とても丁寧です。聞いていて今の若者のリアルな感覚の一片が見えました。##あなたの ,1
加害者、ましてテロリストを擁護する者は人間ではないと思っています。####こういう連中は取り締まらねば！#### 。,1
「いろいろ考えながらでも 。ま、そのせいで死んだけど##うん。生き残りだけ全員帰れるなんて勝手されたら困るからね。」,1
ダイエット…過度な食事制限や自分の身体に過度な負担をかけたらダメやで。身体を壊しちまう。朝や夜とかにランニングしたり、脂っこいものを控えるとかそんな感じのがいいよ ,1
内部留保という言葉を山本太郎からきいてそれを真に受けてるとか、 ##勉強ってそんなにあっさり分かるものなんですかね！？,1
理解力ない人が、経済などの諸問題に合理的理解力のない候補者に投票しちゃうんですよね,1
私はまともだ！と言う顔をして、裏でしっかり悪事を働いている____## ,1
後ろの警戒はしていない？変です。##10人のSPがいたのに？##普通、真後ろにも1人いないとね。##異変があっても対応出来ない。## ,1
あっそ。その方が## #####毎日放送###マスゴミ###人間のクズ,1
これは世界ではごくごく 。決して暴力の世界を肯定することとは大きくちがう！今とは状況が違うでしょ,1
追記####みんなが笑顔になれるようになんて考えらるあいみん様は 。####私には難しいです。,1
 と称して消音タイルマット100枚くらいプレゼントするとか？,0
相手側に##ニュースを提供してくれるの## ,1
マスゴミ暫く ,0
ほんと君たち平和な国で生まれ育って って感じ白目白目,1
綺麗事をツイートしときながら2つ目で本音が現れてるの ,1
 とでも思ってたんじゃない？,1
 の岸田ですから,0
 すごい笑顔でbitterとか言われたらたぶん分からないです笑,1
 ねぇ,1
今のこと、これからの事なんざ ##だからこそ今の日本があるんでしょうね,1
 。子供がいないのでその苦労を軽視しがちな発言を言ってしまいがちですが想像力を働かせる必要がありますね。ただTwitterに義両親への愚痴をひたすら言ってる垢とそれに同調する人を気持ち悪いと思う事は事実ですしそこを変えることはできないですね。,1
さすが ,0
おじゃまします^_^##シェフ3人抜けても加工済みカット済みの食材と温めるだけソースに切り替えれば ,1
 文句言えないだろう。##むしろ本望か?,1
ずらし出勤の ,1
アメリカ人って 感想,0
まだ赤ちゃんが泣く方が ,1
扁桃腺の ,0
前に ,0
むしろゲームが面白くないからキャラの ,1
表自戦士&gt;蔑称だけど「え、それで良いよ」って言った1人ですね、僕も####ポリコレ&gt;これも否定的な意味合いから肯定的な意味に転じたとは聞いてましたが、 ,1
旦那さんそこ変わって貰えませんか？？？##完璧な殺し屋さんでも風邪には勝てないんですね__,1
これはキッズ適正 ,1
話題の絶えない ,1
まあチャラ男の僕からすれば ,1
一応トリル始動なのでオーバーヒートにしてます！相手が身代わり貼ってくれた時は最高です！## ,1
ヘイドクター！ ,0
全イラストが ,0
公の場でそんな声出せるの## ,1
何の話かぼやかして書いたのに ##ほんとですよね____曲の雰囲気も何もかも顔だけでぶち壊しにかかってるの強すぎて笑いました次回のシャッフルは推しが平和メンツに組み込まれることを願いましょう…__,1
 ,0
@Diamond_0_4#### ####まあほんとのことですし…｡,1
君たちのボスが偉そうに犯罪者のことを欠陥品って表現してるのを聞いて、 ##マイナスってよりはプラスの理由だったんだけどさ,1
自作自演####＞レイプ被害者や少数民族が相手だと大喜びで集まってくる##＞被害者を袋叩きにするのが大好きな国民性ってすごくね？####貴方も騒いでいる人達と同様の人間だという事をお気づきですか？####貴方もネトウヨ同様##思い込みで物事を決めつけている人です#### ,1
それなら って事だよね？##そんなくだらないルールは無くしちゃえ__学校しかり、色んな場所でバカなルールがいつまでも残ってる。アホな話だ,1
 子供を見るだけで医師いらずの診断が出来るって事ですよね。,1
つまり、名は体を表していた、ということでしょうね。 ,1
 、ついでにみんなの住宅ローンの利息も帳消しするよう求めたらいいんじゃないかな,1
次から次と電車が来ます。そこで流れが止まったら、乗客に迷惑がかかります。あまりにも自分勝手だ！七夕の願い事には…##あまり怒らない人になりますように##マナーを守る人になりますように##安全第一　　と ,1
あぁぁーーー……もう深い溜息しか出ませんよ__##嘘の帝国なプランデミックと知らず偽装世界の花畑のまま逝くのがある意味 ####多国籍でジャンクでブレードランナーとかSFディストピアな世界になっちゃうんでしょうかね…__________,1
＞武器がないから相手の肋骨折ってぶっ刺す##人体をも消耗品扱いしてでも　ってところに躊躇のなさとかシリアスさ出てて ##グロきついですけど気になる…,1
DM界隈って ,0
 ,0
 ツイ廃だね,0
これを喜々として語るって ,1
 ,0
もうね、売り切れた跡形さえないから存在すら疑ってるし普通にチャリ漕ぎするて ほんとありがとうございます##夜中か…明日再チャレした方がいいんかな,1
ザッと見たけど##多分ガチに捉えた人らにいちいちモードを一切解かないままリプしてるからそういう風に思われてるんじゃないすかね#### という主張には共感できるけど、##まぁ確かにそのスタンスだとを読み取れなかった人にはヤベェやつ誤解され続けるかもしれん,1
 ,0
もっと経済危機の国はコロナなんぞに構ってる余裕ないのに、いつまでもコロナコロナ言ってられるのは ,1
わりとヤバイ奴ナンデス## ,1
 ...笑笑,0
本気で言ってる人は ####創作の中でくらい夢見させろ,1
絶対キャリーできる自信あるの逆に羨ましいくらいだよね？## ,1
体験した人がダメって言うならほんまにダメですね##いや、もう自分の心に素直で良いと思いますよ## ####私は死んだら黄泉のお山に行くと思ってるので、##アイツはまったくもって大きなお世話なんだよなァ〜〜〜〜〜！！！！！！,1
 最後にを入れてくださいww__,1
シビックは一部の市民のための車シビックは一部の市民のための車シビックは一部の市民のための車シビックは一部の市民のための車#### ,1
 ,0
そんなヤツらが少子化を奨励した ,1
0:36~ 習得してる,0
全く。感染対策より、 ,0
『現代思想入門』の著者が ,1
 ##っていってやれ,0
笑。僕まだ2凸です笑。 ,1
変態うんぬんはさておき####たまにすごく良いことをおっしゃっておられる。#### #####教師のバトン,1
 …,0
まぁ、表自連中は ,0
日本国籍じゃなければ、 ,1
おっ、 俺たちは濡れ鼠だけどな！,1
&gt;言論封じ####共産党は自衛官の政治的発言についても言論の自由が存在するとの立場なんですね! ,1
現実の取り締まりが出来ないから ##現実逃避してる場合じゃないぞ！,1
 ,0
2メートル警察...。#### ,1
おめでとうございます ！！！,1
さて彼はiPhone をお使いのようですが ですよね##なら日本製品が魅力が無くなって斜陽になるのを何とかしたいと思うのはわかります,1
個人的に可愛いから良いかなと思いw##あいあい！どーもつるみですが！？##あっあっ… …__,1
安倍信者のオバはん、 ,1
顔の ,0
 やわ,0
話しズレたら小山氏スマンが、結局、政府は民主的な運営方法なので、法？とか公？のカバー範囲を減らす、って形でしか現役世代は対抗出来ないのかなとワシ __,1
そっちか！##プロフィール欄に「いいねは賛同とは限らず〜」って書いてる人が ので、なにか特別な意図があるのかと思ってました。,1
かめ鶏さんなら気付いてくれると思ってました。##てか、理不尽にクレームを言われ続ける事がどれだけ苦痛なのか理解ひてるんかなーって。それでも自分達の方が大変やと言える ,1
 ####マジで下手な歌聞かされて「上手！」って機嫌取らなきゃいけないリスナーの気持ちも考えてほしい。,1
それはおつかれさまでするるる_::####可愛い息子のいう事も聞かんのではどうしようもないですなあ…。##というか ####美味しいもの食べてアポロさんモフってなんとか…耐えて……！,1
感覚が若くて ,1
Twitterで長文で愚痴ったり活動報告を非常に事細かに記載している人が何故かいる、あの界隈の事ですね。分かりますw##まぁ確かに、 ,1
噛みつく気もないんですがね、芸能界やら有名になったら何しても時間さえ経てば許される ,1
とは言え今の日本も社会保障、健康保険、消費税まで含めると、ほぼ五交五民ですが、 ##払ってない外国人等への手厚さをゼロにしろとは言わないが、日本人向けの水準を随分引き下げてる気がします。,1
 だけはしてるのかと思ってましたw,0
"コンビニでは ""菓子パンが30円も値上げ"" か、内容量が３割減る ""ステルス値上げ"" も横行！ 上がらないのは賃金だけ、約30年も据置きだなんて、 ",1
これから って呼んでやろ##再配達はえらいけどせっかく速達したのに意味ないなったな,1
共産党かれいわ新撰組です。##私有財産を否定されるので ,1
アメリカではあれだけたくさんの未成年者含む女性を食い物にし、禁固30年の判決を受けたR・ケリーの例もありますからね。##もしおニャン子が再結成したら、獄中から ,1
確かにwまずは日向ひで。ww####そんな美味しそうだと思ってみてたんかな、、、w##でもま、そのお三方なら面白おかしくして下さった事でしょう。そしてそれを見抜けてたとしたら ,1
おニャン子のために一生 政治をやってくださいね♪,1
え？数年でとんでもなく維持費かかるのに、その間に頭金貯められると思っておいでで？__## ！,1
今日アニポケ炎上事情知らなかったフォロワさんに##その事話したら##見に行ったら傍から見ていていい大人がアニメに対して##熱くなりすぎ声デカすぎでドン引き##痛々しすぎてみんなああだと思われたくない##暇なんだな と言ってましたね,1
まぁね〜♪##おねーさん、やりたいことが##たぁっくさんあるから。##興味のある事だけで留まらず、##深掘りしようって考えるのが##さすがは銃兎ちゃんって感じ。##その貪欲さでここまで登り詰めて来たのね〜♪## ♥,1
"Zelda,Mario,Kirbyだけ ",1
自衛隊違憲、日米安保廃棄を党是としながらも、政権参加の意欲を示すところに日本共産党のアクロバシーがあります。この文書の最終節は 。,1
マッチング時間 ,1
スタディ中ではなく##してきたっていう過去形の##表現なのが##やらされてる感があって ##__,1
 だからしょうがないですね,1
反訴されて負けてる人の本って、 ,1
その人は「女の人は家事育児が出来る完璧な親、男の人は家事育児をしない欠落してる親」だと思って ですね。すごい男性差別ですね,1
優生思想丸出し####残念ながら議論や対話の余地はない。断固として否定するべき。####前々総理に子どもいなくて ,1
もう一回名前書いたら めちゃくちゃフォロワー増えると思うよ,1
 ヘボロッテピーナッツ,0
梅野は嫌われてないでしょ監督に##じゃなきゃ前半で梅ゲとか ,1
電車にしました笑##ちなみにzeppなんで600円で500㎖ペットボトル買わされますので ,1
「『コロナの死者数が多い国から何か特別な治療薬でもあるのか』とよく電話がかかってきたが、『おたくとうちの国とは国民の民度のレベルが違う』って言ってやるとみんな絶句して黙る」####と麻生さんが言っていたので、 ｗｗ,1
私達は、物価高など日々の事には敏感。でも国の偉い人の、消費税減税は福祉の財源無くなる!との言葉に、 それもそうかなと思ってしまう。れいわは、「『何故?』を庶民にわかりやすい言葉で、国の資料を見せながら、街角で教えてくれる」有難う!,1
本家より朝ドラじゃないですかー ,1
女社会においても出る杭は打ちのめされます__##わたしはこれを 。##優秀な先輩は普通の上司にいじめられて辞めていきますね...,1
例の件ですね##不便ですが代替えがあるのでそれで凌いでました…しかし決済関係がオフラインではアプリが開かずのダメだったので結構大変でした####なんか店頭が大パニックだったそうで、こういう場合は ？,1
人生でいちばん面白いダジャレだったわ##おとといって書いてあるでしょー？## ,1
と言っても だからなぁ…,0
公園でおせっせするのは ,1
気に入ったら勝手にする定期 ほーんまあ登録しといてやるかで見られなきゃ意味ないから…まるで のと同じだぁ,1
開いた口が塞がらないどころか ,1
サマーズ氏が増税を言い出したみたいですね。インフレには当たり前の対応に思えます。ネット上では変わらず消費減税、積極財政の連呼。金融政策がとれない上に財政政策も積極的にしてどうするんでしょう？ネットの方は実は ？,1
この件に関しては##[ロシアの経済を完膚なきまでに干上がらせる]##これしかないですね####もちろん棍棒と弓矢で戦争を仕掛けてくる可能性もありますが対処は格段に容易くなります。##ゆくゆくロシアには、 ,1
@kabe27ru4##身内にゃ笑っててほしいって言いつつ愚痴というか不穏な独り言を延々撒き散らかしてるあたり を己に感じるわね,1
鈴木さんはホラーでアメリカに輸出してヨット生活、 。人には好き好きがあるんですがね、ああ嫌だ。恨まれるようなことはやめたらいいのにね。,1
政治家の所に秘書とか送り込まないから逮捕されるんや## __,1
ガイドラインいう罰則がないやつは、自分たちに都合が悪いものは、学校では ##部活動ガイドラインとけ、熱中症ガイドラインとか……,1
 付けといたが良かったかもしらんな,1
本当にwwwwなんかうん？ ってなりましたK-popの斬新さはどこだ？ってなりましたね,1
流石 ！は違う,0
仰る通りです。数字取ってる俺がすごいというオーラ全開にしてきますよね。うちの会社だと、 というイメージがあり、支店より偉い風潮があります。,1
 、今回の事件をきっかけに、旧統一教会と政治との関係があらわになったこと、重く捉えるべきだな！,1
経済回そうとして人の交流増やしてコロナに罹患させて ,1
アチラがDMMに引きこもって出てこないから売上比較も出来んし、コンテンツの品質云々言ってもアチラは認めないしw####ゲームとしての品質は比較にならんよね。 ,1
パクリパクリという割には、コンテンツのクオリティーが最早天地だと思うのね、 ##あと裏切りも何も、何時から仲間だと錯覚していた？,1
揶揄っぽい悪口なら、まぁ短いなら、 ##延々とダラダラ悪口なら環境悪いと思います笑,1
安保闘争の事を考えると 自民,1
左翼の皆さんにとってはデモに参加するのは「貴重な生活手段の一つ」なので、密も恐れずこんな「どうでもいいデモ」に参加「せざるを得ない」生活左翼の生活の苦しさに 。,1
確かにねパチ化されたときに「”かつて”人気のあった」という、謳い文句があったのだからもうオワコン化ゆっくりと衰退していくだけだろうね##確かに という表現はあってるかもね,1
この人たちが集まって国を作ったらさぞかし ねえ。,1
今となっては で配車されてるんすよねw,1
ですねぇ##まぁそもそもルール作らなきゃなんも出来ないのが日本の ですから,1
レクサス。欧米で売れなくなるガソリン車を、投資を回収するために日本市場に投入するというように読むならば、まさに世界経済論。 ,1
あいつらあんな技術なのに教えるのは ,1
自民党##統一教を扶翼・賛助、##天皇至上を騙り##『別の太陽』を奉ずる・・####どちらの意味でも##『翼賛川柳』## ,1
 、社を代表する人物が一度口に出した事を違えてはいけませんねぇ,1
 100均…,1
夏風邪一回　保険で8万円かあ… ,1
男女でお酒飲んで ？？,1
 わが界隈……,0
自分が正しいと思っていたいが故に右往左往してるだけなんでしょうね。自分で言っている事が真逆だという事に気づかないのも無理はありません____##コロナ脳の皆様は ,1
立ち食いそばからあそこまで飛躍できるのは ,1
見たー！##うん。そうよね。一つの大陸でできてるんだもの。国境で人種や文化をくっきり分けることは土台ムリよね。__####ロシア連邦解体して ？,1
_は海外じゃ、チェック⇒○って扱いのとこも多いからね、きっと ,1
冷酷・無慈悲な運営に、痛むこころなどありませんから__## #### #こころが売りのゲームなのにー__,1
 ,0
感情的になることがいかに愚かなことか良く分かった。 ,1
なるほど## ##私は「自由を許せ」とは別で、「自由」と「放任」は同じだけど違うよという感じ##スタートもわからないもの渡されて「自由」とか言われても困るんですよ__,1
いままで散々遣られてきたことはチャラですか？ ってです。,1
小川社長も「義務教育を受けることがいかに大切か体現している」と仰ってますし、 ,1
 ,0
違うよ。##こういったクソ議員も居るんだぞ！って ,1
 カッコええですな__,0
神経が図太すぎて ,1
青山さんは ,0
ある意味夫は ,1
まず は多分死ななきゃ治らないからそして一回死んでもとち狂った思想は治りそうもないので2回死んでください##なんならもっと死んでもいいんだよ☆,1
右翼的かどうかは分かりませんけれども、民衆への信頼が篤いなぁとは思いますわねぇ##ドイッチュラントを始めとしたWW2の教訓を生かした国では憲法の私人間効力やなんならEU法の水平的効力なんかありますけれども##日本は してる,1
いましたね__##他にも 香ばしい案件が__,1
当時勘違いで叩いて失笑されたのに、##賛同意見に乗るためなら勘違いした事実すら記憶の底に封じ込めてドヤ顔できるとか、 と思いました,1
ﾋｴｯ…##第一志望で入るならこの上なくいい大学だと思います ,1
まず、フォロー有難う御座います。どのような状況であれ塾生は塾員にとって特別なものです。 ,1
 サイゲ運営ですね,1
 統一教会式でやればいい,0
ドラクエの伝説の装備が、苦労した冒険の果てに手に入れるのではなく、コンビニかクレカで買える …ウォークは####サ終のゲームが自分的に最近多かった…世知辛い世の中です__,1
数字見た魔王の気分ですよねぇ__##かぁ〜っ##よくこんな文章書けるなぁ##こっ恥ずかしぃ〜____## ！,1
 国。,0
ゲーム会社としては金出してくれる金持ちがいたら ってことでしょ,1
教養を身についているだけあって ,1
あの薄っぺらさを表現できたら、 ##名誉棄損は無理筋ですね)ｹﾗｹﾗ,1
Kill do Kill……KDKヒーヤッ！！##先生、一人で会社立ち上げる ,1
